,=VeryGood=,Stamp and Scrape,Unnamed: 2,Unnamed: 3,Unnamed: 4
5622,=Good=,Bush/Dotting tool,,,
5623,=VeryGood=,Nice!,,,
5624,=Unsatisfactory=,Compact but not enough power,,,
5625,=Poor=,A Mix of Greasy Cooking Oil Residue & Used Motor Oil... but MORE USELESS!,,,
5626,=Poor=,Doesn't Work.,,,
5627,=VeryGood=,Works great with the herbal hair products,,,
5628,=Unsatisfactory=,Try something else,,,
5629,=Good=,Not what I expected!,,,
5630,=VeryGood=,worthwhile accessory to my kit,,,
5631,=Poor=,Confusing and Cheap,,,
5632,=Good=,E-Cloth Kitchen Rags,,,
5633,=Poor=,Terrible paste like,,,
5634,=Good=,Looks like shit. On fake lashes,,,
5635,=Excellent=,So far so good,,,
5636,=Good=,Not worth the money,,,
5637,=VeryGood=,Nice lipstick! :),,,
5638,=Poor=,Waste of money,,,
5639,=VeryGood=,very sharp,,,
5640,=Excellent=,Real deal stuff,,,
5641,=Good=,Ok for short hair,,,
5642,=Unsatisfactory=,Doctor prescribed tips for eczema - not the new Dove,,,
5643,=Poor=,Did nothing,,,
5644,=Good=,"Moisturizing, doesn't last very long",,,
5645,=Unsatisfactory=,"Falls apart, can't use on sensitive skin",,,
5646,=VeryGood=,Strong.,,,
5647,=Good=,Not really sure that it's working,,,
5648,=Poor=,At least they came fast,,,
5649,=Poor=,Burn Baby Burn,,,
5650,=Unsatisfactory=,Not worth it,,,
5651,=Excellent=,the only hairspray I will use,,,
5652,=Excellent=,A Real Keeper!,,,
5653,=Poor=,Doesn't go on how it looks in the bottle,,,
5654,=Excellent=,So Good...,,,
5655,=Poor=,Only use this soap on body acne.,,,
5656,=Excellent=,Pamper That Nose!,,,
5657,=Unsatisfactory=,No Thanks,,,
5658,=Unsatisfactory=,too soft do to much good,,,
5659,=Good=,"Great product, poor applicator",,,
5660,=Poor=,Bad quality,,,
5661,=Excellent=,NO MORE TANGLES - CLEAN - NO MORE OILY HAIR,,,
5662,=Excellent=,This hair curler is absolutely wonderful!!!,,,
5663,=Excellent=,****** $ For the price Great Product ******,,,
5664,=Excellent=,Useful all year round...but especially in the summer,,,
5665,=VeryGood=,first aid,,,
5666,=Poor=,Hives,,,
5667,=Unsatisfactory=,Ahhhhhh!,,,
5668,=Good=,Its Ok I wouldn't rave about it.,,,
5669,=Poor=,Didn't Work for Me,,,
5670,=Poor=,Not worth the price or effort. Not a recommended product.,,,
5671,=Excellent=,Love Dr. Bronner's Lavender,,,
5672,=VeryGood=,Only comb sensitive granddaughter will use - no tangles,,,
5673,=Good=,Ok but Smell is Strong in This Product,,,
5674,=Excellent=,Yes for decades,,,
5675,=Excellent=,"Excellent, real makeup sponge. Durable.",,,
5676,=VeryGood=,"Not for limp, fine hair",,,
5677,=Good=,Get ready to shave,,,
5678,=Unsatisfactory=,Well&#8230;!,,,
5679,=Excellent=,"Smells AMAZING,",,,
5680,=VeryGood=,Will get the job done but it is better suited for someone with short hair,,,
5681,=VeryGood=,its OKay i had better,,,
5682,=Excellent=,Good color,,,
5683,=Unsatisfactory=,Not great,,,
5684,=Poor=,Ingredients...,,,
5685,=Poor=,Don't wash your hands,,,
5686,=Unsatisfactory=,It is different than my ones from years prior...They changed the brush!,,,
5687,=Unsatisfactory=,Liked It At First But Then Turned Dry -  Has Alcohol and Perfume,,,
5688,=Poor=,Does NOTHING,,,
5689,=VeryGood=,Not a lot of shine and not a lot of hold,,,
5690,=Good=,Not sure if it's needed,,,
5691,=Good=,"Effective for small touch ups, but sticky and heavy.",,,
5692,=Poor=,Not like the BE brushes bought in store,,,
5693,=VeryGood=,Works fine,,,
5694,=VeryGood=,soft,,,
5695,=Good=,Probably does it's job,,,
5696,=Poor=,NOT WORTH IT,,,
5697,=VeryGood=,"So far, fantastic...",,,
5698,=VeryGood=,Execellent Deodorant,,,
5699,=Unsatisfactory=,Unproven and too expensive,,,
5700,=Good=,Not What I Expected,,,
5701,=Unsatisfactory=,Teeth Too Thick,,,
5702,=Good=,Meh..,,,
5703,=Poor=,WHITE OUT,,,
5704,=Good=,Nice color and price but prone to creasing/smearing,,,
5705,=Unsatisfactory=,This brush sucks!,,,
5706,=Excellent=,I've used this serum for years - it works,,,
5707,=Poor=,cakey,,,
5708,=Poor=,BRING IT BACK AMAZON,,,
5709,=Unsatisfactory=,Not Great,,,
5710,=Excellent=,Olay Regenerating Serum,,,
5711,=Unsatisfactory=,I've had better,,,
5712,=Poor=,"Good straightener, but died so fast",,,
5713,=Good=,"Good for dandruff, not so much for clean-feeling bouncy hair.",,,
5714,=Excellent=,light and SPF!,,,
5715,=VeryGood=,My new favorite hair dye!,,,
5716,=Good=,was my favorite,,,
5717,=Poor=,Waste of money- so dissapointed.,,,
5718,=VeryGood=,Nice Deep Conditioning,,,
5719,=Good=,Lil Too Squeaky Clean,,,
5720,=Excellent=,My Beautiful Lipstick,,,
5721,=Unsatisfactory=,Yikes...,,,
5722,=Poor=,I don't like it,,,
5723,=VeryGood=,Good treatment,,,
5724,=Good=,Gave me a rash,,,
5725,=Good=,NOT AS GOOD AS I EXPECTED,,,
5726,=Good=,Not bad,,,
5727,=Excellent=,Like a First Aid Kit in a Bottle!,,,
5728,=Good=,olay,,,
5729,=Excellent=,LOVE LOVE LOVE,,,
5730,=Good=,Like the Hydrox Line,,,
5731,=Unsatisfactory=,smell good,,,
5732,=Excellent=,Simply Amazing!,,,
5733,=Good=,No better than any other,,,
5734,=Excellent=,Easy storage,,,
5735,=Good=,Too much menthol,,,
5736,=Excellent=,Love this!!,,,
5737,=Poor=,:(  Didn't work...,,,
5738,=Poor=,Hate this!,,,
5739,=VeryGood=,Pretty good,,,
5740,=Good=,"Fun, feels good, but kind of disappointing.",,,
5741,=VeryGood=,Quite a nice comb,,,
5742,=Good=,too heavy for us,,,
5743,=Good=,It is lighter than I expected,,,
5744,=Excellent=,The best Long Lasting moisturizer! With natural ingredients. It lasts and lasts,,,
5745,=Excellent=,My favorite,,,
5746,=Good=,"VERY stinky, and VERY orange.",,,
5747,=Good=,Nice but wish it did more,,,
5748,=VeryGood=,It Took A Few Attempts to Get On the Right Track...,,,
5749,=Unsatisfactory=,Meh,,,
5750,=Poor=,to grease didnt care for this and after being at ...,,,
5751,=Poor=,waste of money,,,
5752,=Good=,Great size for the price but leaves hair weighed down,,,
5753,=Good=,Three Stars,,,
5754,=Poor=,Didn't work for me,,,
5755,=Good=,Nothing like designer skin,,,
5756,=Poor=,To big,,,
5757,=Poor=,Ok,,,
5758,=Unsatisfactory=,"Look like original, but inside is like water, not only didn't last, didn't smell like eau de parfum....",,,
5759,=Good=,Not sure I want to be in REHAB!,,,
5760,=Good=,"Okay, not great",,,
5761,=Poor=,I hate this!,,,
5762,=Unsatisfactory=,No miracles here,,,
5763,=Unsatisfactory=,Thick soft finish,,,
5764,=Unsatisfactory=,didnt like,,,
5765,=Excellent=,A little goes a long way!,,,
5766,=VeryGood=,Time will tell if hormone balancing is just a claim or a reality - UPDATED 10/8/13,,,
5767,=Excellent=,Great product,,,
5768,=Excellent=,Amazing!,,,
5769,=Excellent=,An excellent conditioner at a great price,,,
5770,=Poor=,Formula Has Changed,,,
5771,=Poor=,Fake beauty blender,,,
5772,=Good=,Would not buy again,,,
5773,=Good=,Not a heavy cream,,,
5774,=Poor=,WORST!,,,
5775,=VeryGood=,Smells great!,,,
5776,=Excellent=,Roc Retinol correxion deep wrinkle night cream,,,
5777,=VeryGood=,Affordable perfume that smells expensive,,,
5778,=VeryGood=,"smells nice, and can be stretched",,,
5779,=Unsatisfactory=,Susan,,,
5780,=Good=,Sensitive Skin BEWARE...,,,
5781,=VeryGood=,A nice feminine scent that the wife and I both like.,,,
5782,=Unsatisfactory=,did not work for 2c/3b hair,,,
5783,=Good=,Works,,,
5784,=Unsatisfactory=,Works Well But Is Not 'Simple',,,
5785,=VeryGood=,Great Dryer,,,
5786,=Poor=,Not worth the money,,,
5787,=Good=,Almost a good lotion for men,,,
5788,=Good=,"Eh, it's okay",,,
5789,=Unsatisfactory=,Soak off gel wraps,,,
5790,=VeryGood=,Works well.,,,
5791,=Excellent=,Yay!,,,
5792,=Unsatisfactory=,Not for face eczema,,,
5793,=Unsatisfactory=,Not for sensitive skin,,,
5794,=Excellent=,Another great product I hope stays around forever,,,
5795,=VeryGood=,Not one pass for me,,,
5796,=Excellent=,Chocolate Moose,,,
5797,=Poor=,Made My Hair Worse,,,
5798,=Poor=,NOOOOOOOOOOOOOOOOOOO!!!!,,,
5799,=VeryGood=,"Good, but there are better scents.",,,
5800,=Unsatisfactory=,Nothing Special,,,
5801,=VeryGood=,"Not instant magic, but works all the same",,,
5802,=Good=,"Excellent ingredients, not very rich however",,,
5803,=Excellent=,Blushing,,,
5804,=Unsatisfactory=,No pigmentation!!!,,,
5805,=Unsatisfactory=,Augh.,,,
5806,=VeryGood=,Works great - horrible smell,,,
5807,=Unsatisfactory=,NOTA DEAL!,,,
5808,=Excellent=,Works good for me,,,
5809,=Poor=,$15????,,,
5810,=Excellent=,"So classy, so sublte, so elegant",,,
5811,=Excellent=,The most refreshing toner I have used!,,,
5812,=Unsatisfactory=,Destroys Nails,,,
5813,=Unsatisfactory=,Smells Like Febreze !!!,,,
5814,=Good=,It's okay,,,
5815,=Unsatisfactory=,so far it works as well as water = no results,,,
5816,=Excellent=,Magical scent,,,
5817,=Unsatisfactory=,This brush needs:,,,
5818,=Unsatisfactory=,Meh. Okay I guess,,,
5819,=Unsatisfactory=,Nothing spectacular...,,,
5820,=Excellent=,Just in Time for Easter,,,
5821,=Good=,Too Much Lather,,,
5822,=Poor=,Expired much?,,,
5823,=Unsatisfactory=,dont love it,,,
5824,=Excellent=,Finally a solution for the inept. (secret neck trick too),,,
5825,=Good=,Okay,,,
5826,=Good=,It's Alright,,,
5827,=VeryGood=,has helped some,,,
5828,=Excellent=,New Favorite Product!,,,
5829,=Good=,Eh,,,
5830,=Unsatisfactory=,"Red, Red rash ...",,,
5831,=VeryGood=,Can also be used as a Mask!,,,
5832,=Poor=,Not a fan,,,
5833,=VeryGood=,Mask,,,
5834,=VeryGood=,Great Bronzer,,,
5835,=Excellent=,Hands down the best I've ever tried,,,
5836,=Poor=,Perfect 10 is the Worst!!!!!!!!,,,
5837,=Unsatisfactory=,Not worth the money and not so great,,,
5838,=Unsatisfactory=,falling apart...,,,
5839,=Good=,Some colors are almost unwearable...,,,
5840,=Unsatisfactory=,really expensive for only a couple uses!,,,
5841,=Poor=,Why no SPF in this product?,,,
5842,=Poor=,Review,,,
5843,=Unsatisfactory=,Not good for Black peoples hair,,,
5844,=Poor=,I don't get it.,,,
5845,=VeryGood=,it's okay,,,
5846,=Unsatisfactory=,Terrible Shipping Rate,,,
5847,=Poor=,"Just like vaseline, waste of money!",,,
5848,=Unsatisfactory=,Contains Toxic Parabens in the ingredient list....,,,
5849,=Good=,its okay,,,
5850,=Unsatisfactory=,Stains too easily,,,
5851,=VeryGood=,Great product depending on your hair type...,,,
5852,=VeryGood=,great power,,,
5853,=Poor=,Can you say Oompa-Loompa,,,
5854,=VeryGood=,Works for Me!,,,
5855,=Unsatisfactory=,This ended up drying my skin,,,
5856,=Excellent=,Good ol' standby,,,
5857,=VeryGood=,Nice but not long lasting,,,
5858,=VeryGood=,"The Jury is Still Out, but So Far So Good",,,
5859,=Excellent=,OPI Kyoto Pearl,,,
5860,=Poor=,Sent it back right away,,,
5861,=Unsatisfactory=,It didn't help my dry processed hair,,,
5862,=VeryGood=,Works well but overpriced...,,,
5863,=Good=,"Light night cream, but fragranced",,,
5864,=Poor=,I really wanted to like this product...,,,
5865,=VeryGood=,soft and silky,,,
5866,=Unsatisfactory=,horrible packaging/didn't work for my skin,,,
5867,=Poor=,DONT LIKE IT,,,
5868,=Poor=,Garbage,,,
5869,=Poor=,You get what you pay for.,,,
5870,=Excellent=,Big bang for your bucks,,,
5871,=VeryGood=,Nearly Effortless Styling,,,
5872,=VeryGood=,introduction to Deva,,,
5873,=Good=,Its ok,,,
5874,=Unsatisfactory=,Nothing Special,,,
5875,=Good=,"Works for whiteheads, not nodular acne",,,
5876,=Poor=,"Great smell, aweful results",,,
5877,=Poor=,Did absolutely nothing for me!,,,
5878,=Poor=,Beware! Contains parabens,,,
5879,=VeryGood=,It's good if you're careful.,,,
5880,=Poor=,Producto no recomendable NADA PR&Aacute;CTICO,,,
5881,=Poor=,What a huge disappointment!,,,
5882,=Poor=,Nope,,,
5883,=VeryGood=,Love it but too expensive for my go to soap,,,
5884,=Good=,Soothes painful ears -- but not for sensitive noses!,,,
5885,=Poor=,Premier Dead Sea Eye Serum,,,
5886,=Excellent=,Oh my gosh this stuff is great!,,,
5887,=Excellent=,Glycolic Acid/Salicylic Combination Better than Benzoyl Peroxide,,,
5888,=Poor=,"Itchy, uncomfortable",,,
5889,=Unsatisfactory=,Meh...,,,
5890,=Unsatisfactory=,Great if you don't like lather and enjoy smelling like air freshener!,,,
5891,=Poor=,"Gets Hair Clean, But Is Very Strong",,,
5892,=VeryGood=,More user friendly,,,
5893,=Unsatisfactory=,I had trouble with this,,,
5894,=VeryGood=,lather baby!!,,,
5895,=Unsatisfactory=,Doesn't cover very well,,,
5896,=Unsatisfactory=,made my hair worse,,,
5897,=Poor=,Not parfum its a spray alright,,,
5898,=Unsatisfactory=,Damaged my hair!,,,
5899,=Poor=,Wrinkles every time! Ugg!,,,
5900,=Unsatisfactory=,DRATS!,,,
5901,=Poor=,Dangerous ...,,,
5902,=Excellent=,Yum!,,,
5903,=Unsatisfactory=,More of a brownzer,,,
5904,=Good=,works great to moisturize,,,
5905,=Poor=,I adored it but one that I bought from here just awful,,,
5906,=Good=,exfoliates but no blackhead eraser for me,,,
5907,=Poor=,Turned my hair purple!,,,
5908,=Excellent=,Cheaper than the name brands but works the same!~,,,
5909,=VeryGood=,one of the best,,,
5910,=Excellent=,LOVE IT,,,
5911,=Good=,Solved my skin bumps! READ UPDATE at the end...,,,
5912,=VeryGood=,"Tacky at first blush, but give it a chance!",,,
5913,=Good=,FRANKLIN,,,
5914,=Good=,pricey,,,
5915,=Good=,It's ok,,,
5916,=Poor=,Simply the worst,,,
5917,=Good=,"some pluses, some minuses = not such a bad deal",,,
5918,=VeryGood=,great finish powder!,,,
5919,=Good=,Smears when used with a brush,,,
5920,=Good=,It's long lasting.,,,
5921,=Excellent=,LOVE  IT,,,
5922,=VeryGood=,Good Product,,,
5923,=VeryGood=,Work great...,,,
5924,=VeryGood=,"Nice, Light Weight Primer",,,
5925,=Unsatisfactory=,Disappointing but bravo to Olay for accepting return,,,
5926,=VeryGood=,Good product.,,,
5927,=Excellent=,Love,,,
5928,=Excellent=,Works better than anything else.,,,
5929,=VeryGood=,Love this cream!,,,
5930,=Unsatisfactory=,"Barrel doesn't rotate, and drying functionality is minimal",,,
5931,=Poor=,:-( It burned me,,,
5932,=Unsatisfactory=,Food + Musk does not equal good,,,
5933,=Poor=,Maybelline,,,
5934,=Poor=,I don't know why it got so many good reviews.,,,
5935,=Poor=,Didn't work for us...,,,
5936,=Poor=,Awful,,,
5937,=Excellent=,LOVE IT!!!!,,,
5938,=Unsatisfactory=,Did not live up to the hype.,,,
5939,=VeryGood=,So far so good,,,
5940,=VeryGood=,"It works, but watch your eyes",,,
5941,=Good=,Love it..updated review: Awful packaging,,,
5942,=VeryGood=,great color,,,
5943,=VeryGood=,Smells great!,,,
5944,=Unsatisfactory=,Too Heavy on my Hair,,,
5945,=Excellent=,One of my favorites,,,
5946,=Unsatisfactory=,Fades to a weird color.,,,
5947,=VeryGood=,I love this product but.....,,,
5948,=Good=,it is good but not the best,,,
5949,=Excellent=,Great,,,
5950,=Good=,Smooth Slick Lips,,,
5951,=Unsatisfactory=,Expected better,,,
5952,=Poor=,Not what it says.,,,
5953,=VeryGood=,Very nice for the price,,,
5954,=Unsatisfactory=,Works okay but too many harsh ingredients,,,
5955,=Poor=,This was a waste of my money,,,
5956,=Good=,Fits but keeps slipping off,,,
5957,=Poor=,Didnt work,,,
5958,=Poor=,Clogged My Pores,,,
5959,=Good=,Good product but I don't care for the smell.,,,
5960,=VeryGood=,Dry brushing,,,
5961,=Good=,Nice lotion; bottle not sturdy enough for delivery by mail,,,
5962,=Poor=,I really wanted to like this product,,,
5963,=Good=,good product,,,
5964,=Unsatisfactory=,Awkward,,,
5965,=Poor=,Didn't work for me,,,
5966,=Good=,It was ok,,,
5967,=VeryGood=,Great cologne,,,
5968,=VeryGood=,"Doesn't cause breakouts, but doesn't moisturize enough either",,,
5969,=Good=,"DML Daily Facial Moisturizer, SPF 25 - 1.5 oz",,,
5970,=Good=,Not completely sold on this one.,,,
5971,=VeryGood=,"Smooth, creamy, hydrating",,,
5972,=VeryGood=,Nice but still waiting for more results,,,
5973,=Poor=,BE CAREFUL WITH THIS PRODUCT - THIS IS NOT NEUTROGENA'S SPECIALTY - I'M PROOF,,,
5974,=Excellent=,"Gentle, Well Working",,,
5975,=Good=,"Too strong and too \old lady\""""",,,
5976,=Good=,Decent moisturizer - sweet scent reminiscent of Sweet Tarts/Candy Hearts,,,
5977,=VeryGood=,Leaves the Skin Very Soft,,,
5978,=VeryGood=,Good product,,,
5979,=Excellent=,Couldn't be more enthusiastic!,,,
5980,=Excellent=,Another great....,,,
5981,=Poor=,misleading,,,
5982,=Good=,4 best Tool Shapeners Compared,,,
5983,=Unsatisfactory=,if you must get a face scrub go with the st ives fresh skin,,,
5984,=Poor=,It does not work,,,
5985,=Poor=,Irritating,,,
5986,=Unsatisfactory=,I  have to say this did ZERO to my hair,,,
5987,=Poor=,not so great nars..,,,
5988,=Unsatisfactory=,"either leaves hair greasy, or does not do anything",,,
5989,=Poor=,i was shocked,,,
5990,=Excellent=,Very Satisfied,,,
5991,=Unsatisfactory=,double toe straightener,,,
5992,=Unsatisfactory=,Is it real?,,,
5993,=Excellent=,Favourite Curling Iron,,,
5994,=Excellent=,Great Cleanser,,,
5995,=Good=,Leave in longer if you have black/dark brown hair,,,
5996,=Good=,"Cheap, small and convenient",,,
5997,=Excellent=,Like a child's skin..oooooh so soft and smooth.,,,
5998,=Unsatisfactory=,Somewhat disappointed,,,
5999,=Good=,Nice product but does not stretch out,,,
6000,=VeryGood=,Great product but not taken care of,,,
6001,=Good=,I don't like scented things,,,
6002,=Poor=,It a no go,,,
6003,=Poor=,never worked!!!,,,
6004,=Excellent=,Best Cuticle Oil on the Market,,,
6005,=Good=,Very Subtle,,,
6006,=Unsatisfactory=,It made my hair feel like sandpaper,,,
6007,=Good=,ehh okay,,,
6008,=Poor=,Notice how they don't tell you what the ingredients are? Because it's baking soda & water! Does nothing to neutralize!,,,
6009,=Good=,Works but isn't the best!,,,
6010,=Excellent=,works good,,,
6011,=VeryGood=,"Does what it says, good clean.",,,
6012,=Poor=,straight up AGES you. :(,,,
6013,=Unsatisfactory=,Not so good.,,,
6014,=Unsatisfactory=,Not hot enough,,,
6015,=Unsatisfactory=,Another let down,,,
6016,=Poor=,Do not Buy!,,,
6017,=Excellent=,perfect for bleached platinum hair,,,
6018,=VeryGood=,Good for Light Skin Tones,,,
6019,=VeryGood=,"So far, so good.",,,
6020,=Unsatisfactory=,"Whew, this stuff has a kick!",,,
6021,=Good=,Worth buying,,,
6022,=VeryGood=,Four Stars,,,
6023,=Good=,Not as soft as I would like,,,
6024,=Good=,Smells like roses,,,
6025,=Excellent=,Love the product and the color (nonstop cherry),,,
6026,=Excellent=,"Can't say anything about jojoba in it, but it's great as is.",,,
6027,=VeryGood=,Perfect for a night out,,,
6028,=VeryGood=,it works,,,
6029,=Good=,Not so pigmented,,,
6030,=Unsatisfactory=,NO LIGHTENING EVEN AFTER A MONTH,,,
6031,=VeryGood=,Works well..,,,
6032,=Good=,It's alright,,,
6033,=Excellent=,Good for damage hair,,,
6034,=Good=,Ehh ok...,,,
6035,=Good=,Face cream,,,
6036,=Poor=,Regret to stick with it so long...,,,
6037,=Excellent=,Smells great and feels great,,,
6038,=Poor=,Poor quality control!!!,,,
6039,=Poor=,Will not repurchase,,,
6040,=Poor=,The bigger stamper works horribly and just gets a scatter of the design.,,,
6041,=Excellent=,Really helps,,,
6042,=Unsatisfactory=,X-fusion applicator,,,
6043,=Excellent=,great for hair,,,
6044,=Poor=,Did not work!,,,
6045,=VeryGood=,Love my Skin,,,
6046,=Good=,Icky sticky,,,
6047,=Excellent=,Mask or Cleanser,,,
6048,=Good=,Good vibrations,,,
6049,=Unsatisfactory=,Shine?  Where's the shine?,,,
6050,=Poor=,DIDN'T GET WHAT I PAID 4!!!,,,
6051,=Poor=,Made me break out!,,,
6052,=Unsatisfactory=,Bristles Too Soft to Do Much,,,
6053,=VeryGood=,Great matte bronzer!,,,
6054,=Unsatisfactory=,Not well-pigmented,,,
6055,=Excellent=,Insanely good yet mysteriously overlooked,,,
6056,=Excellent=,Good stuff,,,
6057,=Excellent=,Love this cream,,,
6058,=Unsatisfactory=,Feels good.  Doesn't do much. Deceptive packaging.,,,
6059,=Unsatisfactory=,No bueno for me.,,,
6060,=VeryGood=,"So far, so good",,,
6061,=Excellent=,Refreshing.....,,,
6062,=Unsatisfactory=,"Average serum, stinky scent!",,,
6063,=VeryGood=,My Go To Serum,,,
6064,=Unsatisfactory=,No Cantu!,,,
6065,=Unsatisfactory=,Not so good,,,
6066,=VeryGood=,I like the dry down of it.,,,
6067,=Good=,Doesn't moisturize very well,,,
6068,=VeryGood=,came quickly in mail,,,
6069,=Good=,Nice product,,,
